WKT,Name,LongDescription,Category,SubCategory,Code,Address,Postcode,Chain,Borough
POINT (449138.491773461 518691.571990208),John W.Crombie Limited,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,Stonehouse Street,TS5 6,,MIDDLESBROUGH
POINT (449138.94471458 519124.142917079),Central Park,Food & Drink Restaurant,Food & Drink,Restaurant,100,337 Linthorpe Road,TS5 6,,MIDDLESBROUGH
POINT (449139.00910075 518691.57756125),Stonehouse Wine Bar,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,12 Stonehouse Street,TS5 6,,MIDDLESBROUGH
POINT (449139.542504542 520389.464510435),Limetree Student Living,Other Commercial Services Apartment Rental-Flat Rental,Other Commercial Services,Apartment Rental-Flat Rental,141,Newport Road,TS1 5JA,,MIDDLESBROUGH
POINT (449139.542504542 520389.464510435),Reliance Security Services,"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,Newport Road,TS1 5JA,,MIDDLESBROUGH
POINT (449140.064271337 519128.272534643),Fellini's,Food & Drink Restaurant,Food & Drink,Restaurant,100,325 Linthorpe Road,TS5 6AA,,MIDDLESBROUGH
POINT (449140.187601676 519128.830289913),Ramsdens Jewellers,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,327 Linthorpe Road,TS5 6AA,,MIDDLESBROUGH
POINT (449140.371998215 519129.722559055),Tate Hair & Beauty,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,331 Linthorpe Road,TS5 6AA,,MIDDLESBROUGH
POINT (449140.371998215 519129.722559055),The Glass Onion,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,331 Linthorpe Road,TS5 6AA,,MIDDLESBROUGH
POINT (449140.905575185 518899.924074317),Sacred Heart Church,"Government, Community & Religious Church","Government, Community & Religious",Church,107,1 Park Road South,TS5 6LD,,MIDDLESBROUGH
POINT (449142.136113611 521467.849876897),Speedy Hire Centres,Automotive & Transport Rental and Leasing,Automotive & Transport,Rental and Leasing,12,Riverside Park Road,TS2 1,,MIDDLESBROUGH
POINT (449142.296066343 520373.914211098),Salam,Food & Drink Restaurant,Food & Drink,Restaurant,100,Brentnall Street,TS1 5,,MIDDLESBROUGH
POINT (449144.253951574 515507.559827023),Tesco Express,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,Acklam Road,TS5 7,Tesco Express,MIDDLESBROUGH
POINT (449144.264665915 520515.15674296),St Columbas Church,"Government, Community & Religious Church","Government, Community & Religious",Church,107,,TS1 1,,MIDDLESBROUGH
POINT (449145.401117871 517893.966913875),SKR Northeast Limited,Health & Wellness Therapist,Health & Wellness,Therapist,132,31 Westwood Avenue,TS5 5PX,,MIDDLESBROUGH
POINT (449146.390221713 521510.852014497),Lloyd Lavelle Engineering Support Services Limited,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,,TS2 1,,MIDDLESBROUGH
POINT (449147.631827119 519974.679428405),Diamond Road Garage,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Diamond Road,TS1 4,,MIDDLESBROUGH
POINT (449147.909828277 520044.903542353),The Junction,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,2 Union Street,TS1 5PQ,,MIDDLESBROUGH
POINT (449147.909828277 520044.903542353),Ship Mates,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,2 Union Street,TS1 5PQ,,MIDDLESBROUGH
POINT (449147.909828277 520044.903542353),The Junction,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,2 Union Street,TS1 5PQ,,MIDDLESBROUGH
POINT (449149.66922465 520409.605031223),Chambers,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,Newport Road,TS1 5JA,,MIDDLESBROUGH
POINT (449149.66922465 520409.605031223),Henderson Clarke,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,Newport Road,TS1 5JA,,MIDDLESBROUGH
POINT (449149.66922465 520409.605031223),Intology,Financial & Professional Services IT and Office Equipment Services,Financial & Professional Services,IT and Office Equipment Services,77,Newport Road,TS1 5EH,,MIDDLESBROUGH
POINT (449152.052202589 521507.240632119),Plenary Project Solutions,Financial & Professional Services Management and Consulting Services,Financial & Professional Services,Management and Consulting Services,78,,TS2 1,,MIDDLESBROUGH
POINT (449152.898329361 521506.693326888),Engineering Recruitment Services,Financial & Professional Services Human Resources and Recruiting Services,Financial & Professional Services,Human Resources and Recruiting Services,75,,TS2 1,,MIDDLESBROUGH
POINT (449152.898329361 521506.693326888),Mike Redfern Engineering Consultancy & Draughting Services,"Construction, Manufacturing & Trades Engineering and Scientific Services","Construction, Manufacturing & Trades",Engineering and Scientific Services,19,,TS2 1,,MIDDLESBROUGH
POINT (449154.21179859 515484.297905126),Esso,Automotive & Transport Gas Station,Automotive & Transport,Gas Station,6,Acklam Road,TS5 7,Esso,MIDDLESBROUGH
POINT (449154.280159462 520713.464248393),Discount Exhausts & Tyres,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Boundary Road,TS1 5AQ,,MIDDLESBROUGH
POINT (449154.470646305 519063.548368698),Shisha Cafe,Food & Drink Restaurant,Food & Drink,Restaurant,100,Linthorpe Road,TS5 6,,MIDDLESBROUGH
POINT (449162.854670957 518585.223107776),Right Price Carpets,Retail & Consumer Goods Home Specialty Store,Retail & Consumer Goods,Home Specialty Store,166,20 Cumberland Road,TS5 6HZ,,MIDDLESBROUGH
POINT (449164.219556659 518638.654750118),Castle Construction North East Limited,"Construction, Manufacturing & Trades Construction","Construction, Manufacturing & Trades",Construction,18,12 Emmerson Street,TS5 6JF,,MIDDLESBROUGH
POINT (449164.413142711 519161.141490905),Trespass,"Entertainment, Arts & Leisure Sporting Goods Store","Entertainment, Arts & Leisure",Sporting Goods Store,60,Linthorpe Road,TS1 4,Trespass,MIDDLESBROUGH
POINT (449165.864351577 519164.495692424),Tees Valley Apartments,Hospitality & Lodging Hotel,Hospitality & Lodging,Hotel,136,Linthorpe Road,TS1 4AL,,MIDDLESBROUGH
POINT (449169.414922347 518570.604132773),Erimus Quoit & Rifle Club,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Cumberland Road,TS5 6JB,,MIDDLESBROUGH
POINT (449169.414922347 518570.604132773),The Red Rose,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Cumberland Road,TS5 6JB,,MIDDLESBROUGH
POINT (449169.414922347 518570.604132773),Mayflowers,Retail & Consumer Goods Florist,Retail & Consumer Goods,Florist,157,Cumberland Road,TS5 6JB,,MIDDLESBROUGH
POINT (449169.62741944 520423.285723215),Princess Alice,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Newport Road,TS1 1LA,,MIDDLESBROUGH
POINT (449169.62741944 520423.285723215),Mell B's Hair & Tan,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,65 Newport Road,TS1 1LA,,MIDDLESBROUGH
POINT (449169.62741944 520423.285723215),Pitman Training Courses,Education & Training Education Facility,Education & Training,Education Facility,31,Newport Road,TS1 1LA,,MIDDLESBROUGH
POINT (449174.122779876 520899.525119852),S & R Auto,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Snowdon Road,TS2 1,,MIDDLESBROUGH
POINT (449174.609655897 520908.321933444),Paulines Baps,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,Washington Street,TS2 1,,MIDDLESBROUGH
POINT (449175.41997495 520071.908589011),Appleyard Security,"Construction, Manufacturing & Trades Locksmiths and Security Systems Services","Construction, Manufacturing & Trades",Locksmiths and Security Systems Services,23,49 Hartington Road,TS1 5DT,,MIDDLESBROUGH
POINT (449175.509828467 517051.338976022),Endeavour Hotel,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Newbridge Court,TS5 7NQ,Cardtronics,MIDDLESBROUGH
POINT (449175.758339238 515526.816838759),Tesco Express,Financial & Professional Services ATM,Financial & Professional Services,ATM,68,Acklam Road,TS5 7,,MIDDLESBROUGH
POINT (449175.758339238 515526.816838759),The Blue Bell Hotel,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Acklam Road,TS5 7HL,,MIDDLESBROUGH
POINT (449175.758339238 515526.816838759),Blue Bell Hotel,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Acklam Road,TS5 7HL,,MIDDLESBROUGH
POINT (449175.758339238 515526.816838759),The Blue Bell Hotel,Automotive & Transport Parking Lot,Automotive & Transport,Parking Lot,10,Acklam Road,TS5 7HL,,MIDDLESBROUGH
POINT (449176.647830758 519784.026387342),Manha's Beauty Salon,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,Princes Street,TS1 4,,MIDDLESBROUGH
POINT (449177.028044266 514272.119288814),McGregor Media Web Design,Financial & Professional Services IT and Office Equipment Services,Financial & Professional Services,IT and Office Equipment Services,77,67 Dalcross Court,TS8 9JE,,MIDDLESBROUGH
POINT (449177.711166682 515339.328612889),The Hardwick,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,30 Finchlay Court,TS5 8EL,,MIDDLESBROUGH
POINT (449180.0842265 519435.183739591),Studio 14 Barbers,Health & Wellness Barbershop,Health & Wellness,Barbershop,119,14 Gresham Road,TS1 4LJ,,MIDDLESBROUGH
POINT (449180.784479375 520911.170672068),Brian Alton Motors,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Snowdon Road,TS2 1,,MIDDLESBROUGH
POINT (449181.512885649 519620.600581773),Clifton Street Salon,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,9 Clifton Street,TS1 4BZ,,MIDDLESBROUGH
POINT (449182.389997837 520786.325548314),M & M Tyres & Auto Care,Automotive & Transport Auto Parts,Automotive & Transport,Auto Parts,1,177 Stockton Street,TS2 1BY,,MIDDLESBROUGH
POINT (449182.389997837 520786.325548314),SP NE,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,177 Stockton Street,TS2 1BY,,MIDDLESBROUGH
POINT (449183.730110191 519432.886057226),Waves Hand Car Wash,Automotive & Transport Car Wash,Automotive & Transport,Car Wash,5,8 Gresham Road,TS1 4LJ,,MIDDLESBROUGH
POINT (449184.06588667 518555.404650352),Khushi Indian Buffet Restaurant,Food & Drink Restaurant,Food & Drink,Restaurant,100,Cumberland Road,TS5 6,,MIDDLESBROUGH
POINT (449184.303721443 519427.661830217),Al Makkah,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,Tennyson Street,TS1 4LH,,MIDDLESBROUGH
POINT (449186.494138605 519464.409619569),Sultan,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,17 Gresham Road,TS1 4LY,,MIDDLESBROUGH
POINT (449186.494138605 519464.409619569),Manolia,Food & Drink Restaurant,Food & Drink,Restaurant,100,17 Gresham Road,TS1 4LY,,MIDDLESBROUGH
POINT (449186.494138605 519464.409619569),Shahb Restaurant Kebab,Food & Drink Restaurant,Food & Drink,Restaurant,100,17 Gresham Road,TS1 4LY,,MIDDLESBROUGH
POINT (449187.312541658 519430.476408171),European Supermarket,Retail & Consumer Goods Convenience Store,Retail & Consumer Goods,Convenience Store,150,2 Gresham Road,TS1 4LJ,,MIDDLESBROUGH
POINT (449189.699020081 520773.940403832),M P Joinery & Upholstery,Retail & Consumer Goods Consumer Goods,Retail & Consumer Goods,Consumer Goods,149,Stockton Street,TS2 1BY,,MIDDLESBROUGH
POINT (449189.850810066 520412.375263607),Waynes Shoes,Retail & Consumer Goods Shoestore,Retail & Consumer Goods,Shoestore,175,Dale Street,TS1 1,,MIDDLESBROUGH
POINT (449193.535675853 520933.565349563),National Windscreens,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Snowdon Road,TS2 1DY,,MIDDLESBROUGH
POINT (449193.535675853 520933.565349563),Cleveland Conservatories,Retail & Consumer Goods Garden Center,Retail & Consumer Goods,Garden Center,160,Snowdon Road,TS2 1DY,,MIDDLESBROUGH
POINT (449193.990241802 520118.514898844),Liquor Vault,Food & Drink Bars and Pubs,Food & Drink,Bars and Pubs,84,Westward Close,TS1 5,,MIDDLESBROUGH
POINT (449193.990241802 520118.514898844),Lidl,Retail & Consumer Goods Grocery,Retail & Consumer Goods,Grocery,163,Westward Close,TS1 5,LIDL,MIDDLESBROUGH
POINT (449194.13010583 520027.596176936),G2 Fireworks,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,3 Borough Road,TS1 5,,MIDDLESBROUGH
POINT (449194.170000485 520934.685049545),National Car Rental,Automotive & Transport Rental Car Agency,Automotive & Transport,Rental Car Agency,13,Snowdon Road,TS2 1,National Car Rental,MIDDLESBROUGH
POINT (449194.541708055 518585.564602368),Hindson Upholstery,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,34 Cumberland Road,TS5 6HZ,,MIDDLESBROUGH
POINT (449195.737618637 520184.303469001),Great Expectations,Education & Training Education Facility,Education & Training,Education Facility,31,Grange Road,TS1 5AU,,MIDDLESBROUGH
POINT (449198.001491483 520897.111851672),Discount Exhausts & Tyres,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,Brougham Street,TS2 1,,MIDDLESBROUGH
POINT (449198.46044907 520680.888893522),Station Street,Automotive & Transport Parking Lot,Automotive & Transport,Parking Lot,10,,TS1 1,,MIDDLESBROUGH
POINT (449199.068427546 518585.613405338),Mail Order 2000 Ne,Retail & Consumer Goods Specialty Store,Retail & Consumer Goods,Specialty Store,176,36 Cumberland Road,TS5 6HZ,,MIDDLESBROUGH
POINT (449200.082847825 520057.15103755),World of Knowledge,Education & Training Education Facility,Education & Training,Education Facility,31,6 Borough Road,TS1 5,,MIDDLESBROUGH
POINT (449200.810769933 520594.890506823),Hill Street Centre,Automotive & Transport Parking Lot,Automotive & Transport,Parking Lot,10,,TS1 1,,MIDDLESBROUGH
POINT (449202.735747317 520056.95708581),Slick Jack Barbers,Health & Wellness Barbershop,Health & Wellness,Barbershop,119,8 Borough Road,TS1 5DP,,MIDDLESBROUGH
POINT (449202.735747317 520056.95708581),Bob's Traditional Barbers,Health & Wellness Barbershop,Health & Wellness,Barbershop,119,8 Borough Road,TS1 5DP,,MIDDLESBROUGH
POINT (449203.595147013 518585.662212814),Apex Mot Services,Automotive & Transport Car Repair,Automotive & Transport,Car Repair,4,38 Cumberland Road,TS5 6HZ,,MIDDLESBROUGH
POINT (449203.595147013 518585.662212814),H S A Flooring Solutions Limited,Retail & Consumer Goods Home Improvement-Hardware Store,Retail & Consumer Goods,Home Improvement-Hardware Store,165,38 Cumberland Road,TS5 6HZ,,MIDDLESBROUGH
POINT (449203.706790657 517423.983758616),Niedi Properties,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,26 Benton Road,TS5 7PQ,,MIDDLESBROUGH
POINT (449205.388647064 520056.763135619),Europa Restaurant,Food & Drink Restaurant,Food & Drink,Restaurant,100,10 Borough Road,TS1 5DP,,MIDDLESBROUGH
POINT (449206.612104978 514764.871263837),Bank of Ireland,Financial & Professional Services Bank,Financial & Professional Services,Bank,70,,TS8 9,Bank of Ireland,MIDDLESBROUGH
POINT (449207.035922126 520305.615272028),Zizu's Daycare and Learning Centre,Health & Wellness Medical Services-Clinics,Health & Wellness,Medical Services-Clinics,128,,TS1 5EL,,MIDDLESBROUGH
POINT (449207.035922126 520305.615272028),Youth Focus,Food & Drink Catering and Food Services,Food & Drink,Catering and Food Services,87,,TS1 5EL,,MIDDLESBROUGH
POINT (449207.874066438 519778.353756033),Guido Hair Fashion,Health & Wellness Hair Salon,Health & Wellness,Hair Salon,123,Princes Street,TS1 4,,MIDDLESBROUGH
POINT (449208.041547068 520056.569186976),Rollos Electrical,Retail & Consumer Goods Consumer Electronics Store,Retail & Consumer Goods,Consumer Electronics Store,148,12 Borough Road,TS1 5DP,,MIDDLESBROUGH
POINT (449210.015044772 520987.827991602),Captains Table,Food & Drink Coffee Shop,Food & Drink,Coffee Shop,90,181 Snowdon Road,TS2 1DY,,MIDDLESBROUGH
POINT (449210.206925931 514232.858669698),MFS,Retail & Consumer Goods Floor and Carpet,Retail & Consumer Goods,Floor and Carpet,156,Cass House Road,TS8 9,,MIDDLESBROUGH
POINT (449210.695647567 520056.263967359),Private Shop,Retail & Consumer Goods Adult Shop,Retail & Consumer Goods,Adult Shop,144,14 Borough Road,TS1 5DP,,MIDDLESBROUGH
POINT (449211.727895786 520421.95927617),Beautiful Furnishing,Retail & Consumer Goods Furniture Store,Retail & Consumer Goods,Furniture Store,159,63 Newport Road,TS1 1LB,,MIDDLESBROUGH
POINT (449213.351361721 519354.415507109),GSH Hair,Health & Wellness Hair and Beauty,Health & Wellness,Hair and Beauty,122,Parliament Road,TS1 4,,MIDDLESBROUGH
POINT (449213.755858124 519310.907283585),BOOTS,Retail & Consumer Goods Department Store,Retail & Consumer Goods,Department Store,151,Linthorpe Road,TS1 3QY,BOOTS,MIDDLESBROUGH
POINT (449213.755858124 519310.907283585),Eye Deal,Health & Wellness Optical,Health & Wellness,Optical,131,Linthorpe Road,TS1 3QY,,MIDDLESBROUGH
POINT (449213.755858124 519310.907283585),Park Surgery,Health & Wellness Hospital or Health Care Facility,Health & Wellness,Hospital or Health Care Facility,127,Linthorpe Road,TS1 3QY,,MIDDLESBROUGH
POINT (449213.755858124 519310.907283585),One Life,Health & Wellness Medical Services-Clinics,Health & Wellness,Medical Services-Clinics,128,Linthorpe Road,TS1 3QY,,MIDDLESBROUGH
POINT (449214.833310334 519606.71544858),Middlesbrough Community Church,"Government, Community & Religious Church","Government, Community & Religious",Church,107,Portman Street,TS1 4NB,,MIDDLESBROUGH
POINT (449216.001448984 520055.876077818),Wynyard Property,Financial & Professional Services Property Management,Financial & Professional Services,Property Management,81,18 Borough Road,TS1 5DW,,MIDDLESBROUGH
POINT (449216.463001878 513694.195512102),Rda Unicorn Centre,"Government, Community & Religious Organizations and Societies","Government, Community & Religious",Organizations and Societies,114,Stainton Way,TS8 9,,MIDDLESBROUGH
